2.940	-1468.149
3.542	-1507.408
3.817	-1520.947
3.834	-1536.327
3.767	-1555.096
3.232	-1573.645
3.067	-1515.332
3.261	-1536.751
3.191	-1532.231
3.653	-1545.323
3.819	-1572.706
3.648	-1577.434
3.571	-1567.485
3.779	-1610.319
4.157	-1606.375
4.519	-1529.403
3.735	-1563.591
3.749	-1607.962
3.379	-1625.719
3.530	-1599.210
3.154	-1622.993
3.540	-1600.009
3.857	-1641.437
3.803	-1644.226
3.712	-1621.713
4.251	-1620.228
4.213	-1640.902
3.963	-1645.592
4.337	-1656.292
4.261	-1675.902
4.190	-1688.810
4.270	-1695.819
4.368	-1670.976
4.615	-1665.175
4.654	-1650.662
4.682	-1654.319
4.559	-1657.156
4.465	-1671.304
4.535	-1660.687
4.695	-1683.175
4.708	-1725.942
4.681	-1711.607
4.727	-1685.669
4.620	-1661.155
4.639	-1681.924
5.020	-1671.615
4.810	-1679.926
4.896	-1671.965
4.852	-1677.814
4.811	-1721.775
4.849	-1740.537
4.713	-1679.840
4.772	-1684.152
4.838	-1696.345
4.956	-1693.237
4.729	-1688.125
4.540	-1664.844
4.780	-1651.734
4.971	-1699.324
5.042	-1673.803
5.056	-1705.720
5.008	-1703.622
5.010	-1712.111
5.121	-1695.882
5.051	-1683.993
5.134	-1689.109
5.197	-1688.672
5.135	-1695.909
4.712	-1712.489
5.206	-1694.337
4.970	-1705.612
5.058	-1727.842
5.212	-1706.963
5.314	-1688.450
5.037	-1712.490
5.145	-1694.106
5.161	-1739.626
5.060	-1717.662
4.983	-1737.730
5.022	-1691.693
5.227	-1704.797
5.279	-1707.128
5.112	-1751.938
5.137	-1750.668
5.124	-1740.367
5.133	-1728.046
5.204	-1721.111
5.139	-1747.093
5.196	-1764.063
5.275	-1760.907
5.266	-1763.825
5.163	-1737.587
5.223	-1760.834
5.174	-1774.066
5.076	-1748.543
5.120	-1710.890
5.078	-1733.835
5.161	-1713.128
5.046	-1747.953
5.251	-1749.688
5.139	-1744.896
5.117	-1739.491
5.107	-1748.478
5.183	-1774.650
5.205	-1785.389
5.171	-1781.523
5.284	-1759.776
5.355	-1761.860
5.368	-1749.809
5.405	-1735.413
5.235	-1730.781
5.434	-1724.957
5.409	-1733.608
5.354	-1730.062
5.761	-1763.797
5.171	-1762.436
5.231	-1749.586
5.203	-1754.651
5.180	-1754.514
5.130	-1785.264
5.095	-1783.429
5.107	-1801.867
5.091	-1744.449
5.059	-1766.572
5.061	-1771.856
4.974	-1778.276
5.174	-1769.275
5.002	-1756.274
5.025	-1776.175
5.620	-1763.672
5.573	-1767.276
4.980	-1739.943
5.015	-1773.057
5.906	-1757.199
5.800	-1765.917
5.833	-1720.332
5.120	-1700.927
5.186	-1689.837
5.994	-1719.552
5.287	-1707.416
5.309	-1728.821
5.376	-1733.351
5.688	-1737.756
5.511	-1690.078
5.280	-1685.831
5.036	-1703.970
5.269	-1706.610
5.633	-1726.763
5.517	-1725.348
5.237	-1731.704
4.974	-1722.857
4.950	-1735.548
5.238	-1751.722
5.201	-1736.369
5.292	-1740.248
5.247	-1749.830
5.020	-1737.586
4.960	-1751.952
4.944	-1729.034
5.317	-1731.058
5.437	-1723.989
5.223	-1734.958
5.110	-1720.373
5.302	-1724.573
5.361	-1715.097
5.478	-1722.570
5.275	-1746.342
5.283	-1716.966
5.282	-1713.205
5.223	-1729.609
5.121	-1746.923
5.026	-1718.526
5.151	-1753.496
5.180	-1744.640
5.174	-1743.603
5.161	-1752.777
5.210	-1725.036
5.314	-1731.422
5.227	-1737.733
4.940	-1742.792
5.017	-1750.552
4.890	-1710.254
5.231	-1739.480
5.562	-1724.714
5.696	-1749.052
5.246	-1750.740
5.342	-1747.074
5.175	-1716.010
5.143	-1707.084
5.061	-1730.820
5.135	-1715.420
5.355	-1742.577
5.075	-1757.216
5.197	-1766.718
4.648	-1758.357
4.862	-1740.717
4.878	-1784.848
4.836	-1725.250
5.340	-1768.487
5.146	-1742.942
4.751	-1736.073
4.790	-1740.399
4.933	-1761.053
4.783	-1737.994
4.841	-1747.963
4.969	-1735.341
4.852	-1713.138
4.810	-1713.210
4.677	-1720.951
4.636	-1755.572
4.670	-1776.672
4.558	-1769.596
4.718	-1773.447
4.659	-1780.222
4.463	-1760.801
4.574	-1772.187
4.668	-1748.001
4.622	-1764.686
4.709	-1780.534
4.653	-1732.001
4.915	-1741.057
4.696	-1787.108
5.030	-1788.693
4.759	-1757.051
4.635	-1723.774
4.694	-1748.896
4.679	-1769.786
4.874	-1795.108
4.760	-1811.788
4.652	-1792.002
4.620	-1776.008
4.876	-1776.978
4.827	-1793.954
4.846	-1783.999
4.826	-1765.442
4.838	-1760.695
4.772	-1754.750
4.863	-1795.285
4.930	-1775.461
4.930	-1765.568
5.380	-1788.624
5.220	-1773.566
5.367	-1780.991
4.998	-1763.398
5.007	-1767.461
5.254	-1769.366
4.637	-1729.477
4.565	-1716.163
4.447	-1712.083
4.514	-1715.465
4.556	-1752.677
4.456	-1716.426
4.647	-1737.009
4.831	-1762.193
4.708	-1750.627
4.572	-1721.309
4.668	-1748.582
4.508	-1752.012
4.560	-1766.433
4.479	-1769.998
4.818	-1755.995
4.747	-1746.065
4.711	-1766.867
4.629	-1752.750
4.609	-1745.392
4.665	-1741.981
4.622	-1737.064
4.486	-1759.959
4.666	-1781.601
4.630	-1737.523
4.718	-1732.109
4.711	-1742.583
4.644	-1756.627
4.678	-1739.388
4.657	-1737.609
4.573	-1757.020
4.819	-1785.425
4.830	-1759.169
4.824	-1753.466
4.873	-1750.653
4.790	-1779.149
4.735	-1778.348
4.717	-1757.977
4.694	-1736.725
4.890	-1760.097
4.718	-1747.179
4.749	-1764.127
4.760	-1715.381
4.786	-1744.495
5.179	-1753.121
4.936	-1737.820
5.018	-1740.006
5.205	-1769.998
5.013	-1761.316
4.938	-1773.174
4.946	-1800.889
4.991	-1785.159
5.029	-1800.621
4.980	-1801.578
4.988	-1775.599
5.044	-1785.024
5.192	-1756.052
5.227	-1787.229
5.374	-1774.415
5.453	-1764.151
5.399	-1766.228
5.407	-1751.189
5.434	-1741.955
5.394	-1766.970
5.286	-1770.327
5.249	-1748.868
5.377	-1728.434
5.231	-1749.154
5.203	-1750.249
5.195	-1746.369
5.267	-1760.081
5.373	-1721.429
5.207	-1733.209
5.420	-1767.724
5.348	-1742.241
5.418	-1753.065
5.369	-1750.929
5.338	-1777.950
5.290	-1765.373
5.354	-1781.974
5.493	-1747.668
5.203	-1725.945
5.029	-1749.255
5.030	-1722.042
4.937	-1721.267
5.123	-1761.560
5.284	-1766.682
5.308	-1746.305
5.437	-1749.546
5.211	-1739.758
5.408	-1760.819
5.487	-1727.870
5.570	-1787.943
5.603	-1762.398
5.480	-1749.339
5.490	-1759.583
5.398	-1788.522
5.475	-1774.677
5.543	-1786.905
5.539	-1785.208
5.624	-1778.231
5.544	-1798.992
5.610	-1776.086
5.615	-1768.527
5.590	-1796.594
5.575	-1777.248
5.417	-1749.086
5.600	-1790.699
5.551	-1798.522
5.526	-1791.102
5.446	-1781.024
5.425	-1788.994
5.520	-1774.109
5.479	-1738.248
5.528	-1769.245
5.550	-1787.848
5.487	-1778.082
5.446	-1779.750
5.387	-1783.994
5.354	-1794.294
5.370	-1779.149
5.406	-1773.579
5.592	-1756.918
5.649	-1764.382
5.187	-1760.336
5.344	-1792.990
5.286	-1775.400
5.281	-1772.082
5.241	-1792.048
5.365	-1756.798
5.472	-1754.191
5.571	-1782.837
5.727	-1769.180
5.373	-1775.612
5.175	-1791.487
5.117	-1776.903
5.366	-1772.181
5.437	-1775.999
5.453	-1816.845
5.574	-1796.448
5.622	-1778.992
5.187	-1788.818
5.249	-1802.644
5.206	-1778.307
5.406	-1775.253
5.415	-1788.569
5.381	-1807.459
5.302	-1759.826
5.118	-1782.995
5.352	-1799.818
5.346	-1800.291
4.893	-1799.708
4.766	-1785.101
4.909	-1776.300
4.716	-1768.981
4.726	-1790.077
4.902	-1771.666
4.951	-1774.235
5.078	-1771.389
5.174	-1777.309
5.220	-1757.813
5.230	-1778.178
5.609	-1755.570
5.668	-1790.559
5.255	-1755.406
5.384	-1791.161
5.636	-1779.514
5.522	-1798.950
5.456	-1797.153
5.636	-1790.083
5.729	-1807.275
5.515	-1802.020
5.509	-1782.092
5.548	-1781.972
5.551	-1805.285
5.529	-1825.942
5.274	-1827.759
5.370	-1835.688
5.462	-1805.648
5.375	-1803.695
5.246	-1823.896
5.152	-1820.445
5.251	-1791.414
5.505	-1806.416
5.288	-1797.842
5.448	-1782.793
5.569	-1813.481
5.461	-1786.222
5.501	-1779.728
5.527	-1789.139
5.527	-1790.984
5.567	-1770.992
5.720	-1776.444
5.589	-1774.132
5.493	-1772.331
5.621	-1792.467
5.380	-1754.678
4.977	-1750.638
5.007	-1782.458
4.979	-1786.139
5.011	-1784.629
4.996	-1784.572
5.041	-1781.797
4.970	-1761.101
5.357	-1765.588
