0	1.913
1	2.376
2	2.382
3	2.363
4	3.213
5	3.942
6	3.866
7	3.917
8	4.035
9	4.101
10	3.977
11	4.367
12	4.345
13	4.306
14	4.517
15	4.484
16	4.533
17	4.563
18	4.723
19	4.733
20	4.714
21	4.584
22	4.691
23	4.594
24	4.603
25	4.589
26	4.508
27	4.657
28	4.648
29	4.664
30	4.621
31	4.783
32	4.665
33	4.719
34	4.560
35	4.535
36	4.609
37	4.593
38	4.654
39	4.593
40	4.551
41	4.562
42	4.561
43	4.540
44	4.603
45	4.509
46	4.431
47	4.433
48	4.425
49	4.392
50	4.573
51	4.574
52	4.474
53	4.532
54	4.602
55	4.525
56	4.425
57	4.404
58	4.458
59	4.402
60	4.277
61	4.333
62	4.390
63	4.443
64	4.361
65	4.418
66	4.357
67	4.389
68	4.424
69	4.413
70	4.438
71	4.341
72	4.292
73	4.374
74	4.320
75	4.365
76	4.415
77	4.167
78	4.464
79	4.284
80	4.201
81	4.344
82	4.395
83	4.381
84	4.260
85	4.297
86	4.357
87	4.306
88	4.330
89	4.468
90	4.274
91	4.328
92	4.282
93	4.287
94	4.336
95	4.316
96	4.337
97	4.323
98	4.559
99	4.407
100	4.418
101	4.412
102	4.280
103	4.273
104	4.325
105	4.243
106	4.297
107	4.360
108	4.362
109	4.409
110	4.489
111	4.341
112	4.387
113	4.249
114	4.294
115	4.337
116	4.239
117	4.265
118	4.302
119	4.272
120	4.187
121	4.262
122	4.273
123	4.283
124	4.306
125	4.239
126	4.246
127	4.244
128	4.146
129	4.236
130	4.284
131	4.251
132	4.296
133	4.370
134	4.351
135	4.311
136	4.352
137	4.304
138	4.324
139	4.253
140	4.254
141	4.320
142	4.282
143	4.274
144	4.186
145	4.262
146	4.153
147	4.232
148	4.237
149	4.260
150	4.159
151	4.149
152	4.246
153	4.207
154	4.155
155	4.070
156	4.275
157	4.213
158	4.287
159	4.393
160	4.258
161	4.282
162	4.149
163	4.477
164	4.259
165	4.409
166	4.384
167	4.406
168	4.402
169	4.298
170	4.216
171	4.246
172	4.261
173	4.321
174	4.377
175	4.274
176	4.297
177	4.474
178	4.493
179	4.367
180	4.397
181	4.406
182	4.393
183	4.367
184	4.309
185	4.363
186	4.277
187	4.286
188	4.437
189	4.457
190	4.335
191	4.399
192	4.371
193	4.447
194	4.409
195	4.384
196	4.344
197	4.384
198	4.287
199	4.249
200	4.220
201	4.329
202	4.323
203	4.459
204	4.408
205	4.387
206	4.431
207	4.442
208	4.381
209	4.559
210	4.416
211	4.518
212	4.354
213	4.455
214	4.433
215	4.541
216	4.621
217	4.468
218	4.524
219	4.285
220	4.394
221	4.433
222	4.548
223	4.491
224	4.524
225	4.510
226	4.594
227	4.482
228	4.445
229	4.480
230	4.443
231	4.514
232	4.444
233	4.540
234	4.454
235	4.550
236	4.575
237	4.627
238	4.362
239	4.497
240	4.432
241	4.497
242	4.518
243	4.576
244	4.555
245	4.399
246	4.427
247	4.526
248	4.518
249	4.513
250	4.533
251	4.489
252	4.457
253	4.556
254	4.438
255	4.421
256	4.363
257	4.268
258	4.495
259	4.448
260	4.291
261	4.379
262	4.470
263	4.506
264	4.409
265	4.490
266	4.477
267	4.497
268	4.468
269	4.558
270	4.511
271	4.516
272	4.564
273	4.706
274	4.552
275	4.562
276	4.558
277	4.600
278	4.627
279	4.558
280	4.367
281	4.467
282	4.453
283	4.320
284	4.280
285	4.535
286	4.375
287	4.629
288	4.644
289	4.222
290	4.479
291	4.500
292	4.602
293	4.719
294	4.745
295	4.605
296	4.645
297	4.645
298	4.594
299	4.756
300	4.611
301	4.856
302	4.832
303	4.828
304	4.632
305	4.573
306	4.666
307	4.499
308	4.491
309	4.423
310	4.722
311	4.681
312	4.596
313	4.384
314	4.537
315	4.228
316	3.964
317	3.851
318	3.746
319	3.618
320	3.870
321	4.161
322	4.329
323	4.211
324	4.143
325	3.844
326	4.038
327	4.030
328	4.201
329	4.214
330	4.291
331	4.391
332	4.472
333	4.347
334	4.210
335	4.167
336	4.173
337	4.200
338	4.184
339	4.221
340	4.183
341	4.196
342	4.146
343	4.251
344	4.189
345	4.307
346	4.094
347	4.218
348	4.134
349	4.075
350	4.101
351	4.142
352	4.085
353	4.095
354	4.082
355	4.134
356	4.159
357	4.053
358	4.152
359	4.135
360	4.128
361	4.089
362	4.070
363	4.029
364	4.054
365	4.141
366	4.167
367	4.207
368	4.324
369	4.121
370	4.116
371	4.016
372	3.956
373	4.018
374	4.214
375	4.677
376	4.696
377	4.745
378	4.785
379	4.701
380	4.853
381	4.906
382	4.877
383	4.858
384	4.900
385	4.931
386	4.939
387	4.915
388	4.872
389	4.928
390	5.034
391	5.105
392	5.117
393	5.076
394	5.203
395	5.196
396	5.202
397	5.080
398	5.136
399	5.323
400	5.354
401	5.066
402	5.337
403	5.338
404	5.436
405	5.431
406	5.564
407	5.524
408	5.529
409	5.507
410	5.562
411	5.655
412	5.466
413	5.365
414	5.444
415	5.614
416	5.650
417	5.481
418	5.501
419	5.405
420	5.540
421	5.523
422	5.549
423	5.509
424	5.354
425	5.438
426	5.585
427	5.437
428	5.336
429	5.374
430	5.483
431	5.238
432	5.356
433	5.244
434	5.198
435	5.262
436	5.298
437	5.308
438	5.358
439	5.309
440	5.398
441	5.356
442	5.368
443	5.372
444	5.392
445	5.454
446	5.423
447	5.401
448	5.416
449	5.380
450	5.286
451	5.319
452	5.373
453	5.406
454	5.393
455	5.412
456	5.379
457	5.515
458	5.495
459	5.506
460	5.432
461	5.330
462	5.369
463	5.406
464	5.377
465	5.441
466	5.317
467	5.318
468	5.337
469	5.372
470	5.394
471	5.319
472	5.329
473	5.312
474	5.312
475	5.408
476	5.370
477	5.427
478	5.460
479	5.430
480	5.435
481	5.510
482	5.481
483	5.523
484	5.533
485	5.483
486	5.514
487	5.502
488	5.497
489	5.520
490	5.615
491	5.624
492	5.631
493	5.524
494	5.654
495	5.653
496	5.605
497	5.510
498	5.519
499	5.498
500	5.517
501	5.503
502	5.446
503	5.533
504	5.442
505	5.446
506	5.497
507	5.480
508	5.457
509	5.569
510	5.529
511	5.554
512	5.400
513	5.380
514	5.502
515	5.393
516	5.508
517	5.389
518	5.405
519	5.435
520	5.387
521	5.520
522	5.449
523	5.557
524	5.427
525	5.459
526	5.446
527	5.540
528	5.444
529	5.546
530	5.608
531	5.609
532	5.561
533	5.599
534	5.562
535	5.524
536	5.418
537	5.615
538	5.500
539	5.544
540	5.475
541	5.594
542	5.648
543	5.639
544	5.382
545	5.124
546	4.968
547	5.167
548	5.317
549	5.343
550	5.334
551	5.351
552	5.459
553	5.455
554	5.476
555	5.495
556	5.565
557	5.558
558	5.538
559	5.527
560	5.526
561	5.473
562	5.540
563	5.568
564	5.556
565	5.586
566	5.647
567	5.637
568	5.722
569	5.606
570	5.507
571	5.668
572	5.574
573	5.678
574	5.565
575	5.474
576	5.454
577	5.563
578	5.571
579	5.577
580	5.650
581	5.567
582	5.740
583	5.546
584	5.582
585	5.522
586	5.481
587	5.529
588	5.287
589	5.386
590	5.451
591	5.389
592	5.360
593	5.414
594	5.331
595	5.481
596	5.414
597	5.537
598	5.346
599	5.488
600	5.572
601	5.527
602	5.510
603	5.394
604	5.350
605	5.326
606	5.583
607	5.549
608	5.582
609	5.439
610	5.549
611	5.423
612	5.381
613	5.493
614	5.534
615	5.499
616	5.407
617	5.310
618	5.314
619	5.224
620	5.295
621	5.226
622	5.246
623	5.017
624	5.124
625	5.123
626	5.208
627	5.194
628	5.243
629	5.072
630	5.232
631	5.383
632	5.207
633	5.395
634	5.367
635	5.431
636	5.380
637	5.571
638	5.449
639	5.460
640	5.452
641	5.539
642	5.484
643	5.434
644	5.400
645	5.424
646	5.439
647	5.296
648	5.383
649	5.482
650	5.423
651	5.216
652	5.348
653	5.408
654	5.387
655	5.436
656	5.399
657	5.238
658	5.373
659	5.318
660	5.342
661	5.397
662	5.300
663	5.238
664	5.313
665	5.276
666	5.399
667	5.427
668	5.387
669	5.240
670	5.153
671	5.424
672	5.347
673	5.370
674	5.377
675	5.374
676	5.401
677	5.461
678	5.444
679	5.449
680	5.416
681	5.377
682	5.298
683	5.372
684	5.300
685	5.376
686	5.430
687	5.513
688	5.527
689	5.522
690	5.554
691	5.567
692	5.392
693	5.381
694	5.560
695	5.102
696	5.273
697	5.230
698	5.224
699	5.305
700	5.216
701	5.214
702	5.242
703	5.215
704	5.173
705	5.214
706	5.347
707	5.277
708	5.436
709	5.573
710	5.456
711	5.424
712	5.501
713	5.388
714	5.530
715	5.503
716	5.499
717	5.531
718	5.521
719	5.590
720	5.464
721	5.621
722	5.482
723	5.512
724	5.607
725	5.553
726	5.560
727	5.526
728	5.412
729	5.353
730	5.455
731	5.401
732	5.406
733	5.358
734	5.165
735	5.148
736	5.279
